,yards_gained,home_team,away_team,quarter_seconds_remaining,qtr,down,yardline_100,ydstogo,posteam,defteam,score_differential
27065,-1.0,PIT,CIN,26,4,2.0,39.0,11,CIN,PIT,7.0
27069,17.0,BUF,CLE,892,1,1.0,75.0,10,CLE,BUF,0.0
27070,3.0,BUF,CLE,848,1,1.0,58.0,10,CLE,BUF,0.0
27071,-4.0,BUF,CLE,811,1,2.0,55.0,7,CLE,BUF,0.0
27072,22.0,BUF,CLE,773,1,3.0,59.0,11,CLE,BUF,0.0
27073,3.0,BUF,CLE,724,1,1.0,37.0,10,CLE,BUF,0.0
27074,-4.0,BUF,CLE,685,1,2.0,34.0,7,CLE,BUF,0.0
27075,16.0,BUF,CLE,639,1,3.0,38.0,11,CLE,BUF,0.0
27076,-3.0,BUF,CLE,593,1,1.0,22.0,10,CLE,BUF,0.0
27077,25.0,BUF,CLE,548,1,2.0,25.0,13,CLE,BUF,0.0
27080,5.0,BUF,CLE,536,1,1.0,65.0,10,BUF,CLE,-7.0
27081,2.0,BUF,CLE,501,1,2.0,60.0,5,BUF,CLE,-7.0
27082,0.0,BUF,CLE,460,1,3.0,58.0,3,BUF,CLE,-7.0
27083,0.0,BUF,CLE,452,1,4.0,58.0,3,BUF,CLE,-7.0
27084,4.0,BUF,CLE,445,1,1.0,89.0,10,CLE,BUF,7.0
27085,0.0,BUF,CLE,405,1,2.0,85.0,6,CLE,BUF,7.0
27086,0.0,BUF,CLE,397,1,3.0,85.0,6,CLE,BUF,7.0
27087,8.0,BUF,CLE,367,1,3.0,92.0,13,CLE,BUF,7.0
27088,0.0,BUF,CLE,329,1,4.0,84.0,5,CLE,BUF,7.0
27089,8.0,BUF,CLE,316,1,1.0,32.0,10,BUF,CLE,-7.0
27090,0.0,BUF,CLE,263,1,2.0,24.0,2,BUF,CLE,-7.0
27091,0.0,BUF,CLE,222,1,3.0,24.0,2,BUF,CLE,-7.0
27092,0.0,BUF,CLE,217,1,4.0,24.0,2,BUF,CLE,-7.0
27094,26.0,BUF,CLE,206,1,1.0,65.0,10,CLE,BUF,4.0
27095,2.0,BUF,CLE,161,1,1.0,39.0,10,CLE,BUF,4.0
27096,12.0,BUF,CLE,118,1,2.0,37.0,8,CLE,BUF,4.0
27097,5.0,BUF,CLE,74,1,1.0,25.0,10,CLE,BUF,4.0
27098,12.0,BUF,CLE,31,1,2.0,20.0,5,CLE,BUF,4.0
27100,-6.0,BUF,CLE,900,2,1.0,8.0,8,CLE,BUF,4.0
27101,0.0,BUF,CLE,857,2,2.0,14.0,14,CLE,BUF,4.0
27102,0.0,BUF,CLE,853,2,3.0,14.0,14,CLE,BUF,4.0
27103,0.0,BUF,CLE,848,2,4.0,14.0,14,CLE,BUF,4.0
27105,0.0,BUF,CLE,837,2,1.0,69.0,10,BUF,CLE,-7.0
27106,3.0,BUF,CLE,800,2,2.0,69.0,10,BUF,CLE,-7.0
27107,-6.0,BUF,CLE,755,2,3.0,66.0,7,BUF,CLE,-7.0
27108,0.0,BUF,CLE,717,2,4.0,72.0,13,BUF,CLE,-7.0
27109,9.0,BUF,CLE,709,2,1.0,90.0,10,CLE,BUF,7.0
27110,3.0,BUF,CLE,672,2,2.0,81.0,1,CLE,BUF,7.0
27111,8.0,BUF,CLE,636,2,1.0,78.0,10,CLE,BUF,7.0
27112,5.0,BUF,CLE,609,2,2.0,70.0,2,CLE,BUF,7.0
27113,6.0,BUF,CLE,592,2,1.0,65.0,10,CLE,BUF,7.0
27114,5.0,BUF,CLE,561,2,2.0,59.0,4,CLE,BUF,7.0
27115,7.0,BUF,CLE,531,2,1.0,54.0,10,CLE,BUF,7.0
27116,0.0,BUF,CLE,501,2,2.0,47.0,3,CLE,BUF,7.0
27117,0.0,BUF,CLE,497,2,1.0,52.0,10,BUF,CLE,-7.0
27118,0.0,BUF,CLE,494,2,2.0,52.0,10,BUF,CLE,-7.0
27119,11.0,BUF,CLE,492,2,3.0,52.0,10,BUF,CLE,-7.0
27121,16.0,BUF,CLE,458,2,1.0,41.0,10,BUF,CLE,-7.0
27122,9.0,BUF,CLE,418,2,1.0,25.0,10,BUF,CLE,-7.0
27123,2.0,BUF,CLE,398,2,2.0,16.0,1,BUF,CLE,-7.0
27124,1.0,BUF,CLE,365,2,1.0,14.0,10,BUF,CLE,-7.0
27125,0.0,BUF,CLE,343,2,1.0,23.0,19,BUF,CLE,-7.0
27126,5.0,BUF,CLE,340,2,2.0,23.0,19,BUF,CLE,-7.0
27127,0.0,BUF,CLE,302,2,3.0,18.0,14,BUF,CLE,-7.0
27128,0.0,BUF,CLE,298,2,4.0,18.0,14,BUF,CLE,-7.0
27130,-2.0,BUF,CLE,294,2,1.0,75.0,10,CLE,BUF,4.0
27131,8.0,BUF,CLE,254,2,2.0,77.0,12,CLE,BUF,4.0
27132,24.0,BUF,CLE,212,2,3.0,69.0,4,CLE,BUF,4.0
27133,0.0,BUF,CLE,177,2,1.0,45.0,10,CLE,BUF,4.0
27134,0.0,BUF,CLE,136,2,2.0,45.0,10,CLE,BUF,4.0
27135,0.0,BUF,CLE,128,2,3.0,45.0,10,CLE,BUF,4.0
27136,0.0,BUF,CLE,128,2,3.0,50.0,15,CLE,BUF,4.0
27137,0.0,BUF,CLE,121,2,4.0,50.0,15,CLE,BUF,4.0
27139,9.0,BUF,CLE,114,2,1.0,78.0,10,BUF,CLE,-4.0
27140,5.0,BUF,CLE,106,2,2.0,69.0,1,BUF,CLE,-4.0
27141,7.0,BUF,CLE,82,2,1.0,64.0,10,BUF,CLE,-4.0
27142,28.0,BUF,CLE,57,2,2.0,57.0,3,BUF,CLE,-4.0
27144,7.0,BUF,CLE,51,2,1.0,29.0,10,BUF,CLE,-4.0
27145,6.0,BUF,CLE,46,2,2.0,22.0,3,BUF,CLE,-4.0
27146,8.0,BUF,CLE,39,2,1.0,16.0,10,BUF,CLE,-4.0
27148,1.0,BUF,CLE,32,2,2.0,8.0,2,BUF,CLE,-4.0
27150,2.0,BUF,CLE,28,2,3.0,7.0,1,BUF,CLE,-4.0
27152,0.0,BUF,CLE,23,2,1.0,5.0,5,BUF,CLE,-4.0
27154,5.0,BUF,CLE,18,2,2.0,5.0,5,BUF,CLE,-4.0
27157,-1.0,BUF,CLE,14,2,1.0,75.0,10,CLE,BUF,-3.0
27160,16.0,BUF,CLE,894,3,1.0,74.0,10,BUF,CLE,3.0
27161,3.0,BUF,CLE,856,3,1.0,58.0,10,BUF,CLE,3.0
27162,6.0,BUF,CLE,821,3,2.0,55.0,7,BUF,CLE,3.0
27163,17.0,BUF,CLE,779,3,3.0,49.0,1,BUF,CLE,3.0
27164,6.0,BUF,CLE,741,3,1.0,32.0,10,BUF,CLE,3.0
27165,-8.0,BUF,CLE,706,3,2.0,26.0,4,BUF,CLE,3.0
27167,0.0,BUF,CLE,666,3,3.0,34.0,12,BUF,CLE,3.0
27168,6.0,BUF,CLE,633,3,3.0,44.0,22,BUF,CLE,3.0
27169,0.0,BUF,CLE,588,3,4.0,38.0,16,BUF,CLE,3.0
27171,0.0,BUF,CLE,582,3,1.0,75.0,10,CLE,BUF,-6.0
27172,4.0,BUF,CLE,582,3,1.0,70.0,5,CLE,BUF,-6.0
27173,-2.0,BUF,CLE,545,3,2.0,66.0,1,CLE,BUF,-6.0
27174,7.0,BUF,CLE,506,3,3.0,68.0,3,CLE,BUF,-6.0
27175,10.0,BUF,CLE,461,3,1.0,61.0,10,CLE,BUF,-6.0
27176,0.0,BUF,CLE,424,3,1.0,51.0,10,CLE,BUF,-6.0
27177,0.0,BUF,CLE,419,3,1.0,36.0,10,CLE,BUF,-6.0
27178,9.0,BUF,CLE,415,3,2.0,36.0,10,CLE,BUF,-6.0
27179,0.0,BUF,CLE,393,3,3.0,27.0,1,CLE,BUF,-6.0
27180,0.0,BUF,CLE,357,3,4.0,27.0,1,CLE,BUF,-6.0
27181,17.0,BUF,CLE,349,3,1.0,73.0,10,BUF,CLE,6.0
27182,23.0,BUF,CLE,323,3,1.0,41.0,10,BUF,CLE,6.0
27183,13.0,BUF,CLE,296,3,1.0,18.0,10,BUF,CLE,6.0
27184,5.0,BUF,CLE,251,3,1.0,5.0,5,BUF,CLE,6.0
27187,0.0,BUF,CLE,248,3,1.0,75.0,10,CLE,BUF,-12.0
27188,2.0,BUF,CLE,241,3,1.0,39.0,10,CLE,BUF,-12.0
27189,21.0,BUF,CLE,197,3,2.0,37.0,8,CLE,BUF,-12.0
27190,0.0,BUF,CLE,158,3,1.0,16.0,10,CLE,BUF,-12.0
27191,0.0,BUF,CLE,151,3,2.0,16.0,10,CLE,BUF,-12.0
27192,5.0,BUF,CLE,151,3,2.0,21.0,15,CLE,BUF,-12.0
27193,0.0,BUF,CLE,106,3,3.0,16.0,10,CLE,BUF,-12.0
27194,0.0,BUF,CLE,101,3,4.0,16.0,10,CLE,BUF,-12.0
27195,9.0,BUF,CLE,97,3,1.0,76.0,10,BUF,CLE,12.0
27196,4.0,BUF,CLE,50,3,2.0,67.0,1,BUF,CLE,12.0
27197,29.0,BUF,CLE,12,3,1.0,63.0,10,BUF,CLE,12.0
27199,3.0,BUF,CLE,900,4,1.0,34.0,10,BUF,CLE,12.0
27200,0.0,BUF,CLE,856,4,2.0,31.0,7,BUF,CLE,12.0
27202,0.0,BUF,CLE,810,4,3.0,31.0,7,BUF,CLE,12.0
27203,0.0,BUF,CLE,805,4,4.0,31.0,7,BUF,CLE,12.0
27205,1.0,BUF,CLE,800,4,1.0,75.0,10,CLE,BUF,-15.0
27206,0.0,BUF,CLE,765,4,2.0,74.0,9,CLE,BUF,-15.0
27207,-8.0,BUF,CLE,760,4,3.0,74.0,9,CLE,BUF,-15.0
27208,0.0,BUF,CLE,726,4,4.0,82.0,17,CLE,BUF,-15.0
27209,4.0,BUF,CLE,713,4,1.0,64.0,10,BUF,CLE,15.0
27210,7.0,BUF,CLE,673,4,2.0,60.0,6,BUF,CLE,15.0
27211,18.0,BUF,CLE,628,4,1.0,53.0,10,BUF,CLE,15.0
27212,5.0,BUF,CLE,584,4,1.0,35.0,10,BUF,CLE,15.0
27213,21.0,BUF,CLE,544,4,2.0,30.0,5,BUF,CLE,15.0
27214,1.0,BUF,CLE,494,4,1.0,9.0,9,BUF,CLE,15.0
27215,-2.0,BUF,CLE,453,4,2.0,8.0,8,BUF,CLE,15.0
27216,0.0,BUF,CLE,413,4,3.0,10.0,10,BUF,CLE,15.0
27217,0.0,BUF,CLE,408,4,4.0,10.0,10,BUF,CLE,15.0
27219,-1.0,BUF,CLE,405,4,1.0,75.0,10,CLE,BUF,-18.0
27220,0.0,BUF,CLE,383,4,2.0,76.0,11,CLE,BUF,-18.0
27221,6.0,BUF,CLE,378,4,3.0,76.0,11,CLE,BUF,-18.0
27222,6.0,BUF,CLE,351,4,4.0,70.0,5,CLE,BUF,-18.0
27223,0.0,BUF,CLE,333,4,1.0,64.0,10,CLE,BUF,-18.0
27224,11.0,BUF,CLE,327,4,1.0,59.0,5,CLE,BUF,-18.0
27225,0.0,BUF,CLE,292,4,1.0,48.0,10,CLE,BUF,-18.0
27226,14.0,BUF,CLE,286,4,2.0,48.0,10,CLE,BUF,-18.0
27227,27.0,BUF,CLE,262,4,1.0,34.0,10,CLE,BUF,-18.0
27228,7.0,BUF,CLE,256,4,1.0,7.0,7,CLE,BUF,-18.0
27231,3.0,BUF,CLE,250,4,1.0,42.0,10,BUF,CLE,12.0
27233,11.0,BUF,CLE,245,4,2.0,39.0,7,BUF,CLE,12.0
27235,11.0,BUF,CLE,240,4,1.0,28.0,10,BUF,CLE,12.0
27237,-3.0,BUF,CLE,232,4,1.0,17.0,10,BUF,CLE,12.0
27238,4.0,BUF,CLE,190,4,2.0,20.0,13,BUF,CLE,12.0
27239,-5.0,BUF,CLE,143,4,3.0,16.0,9,BUF,CLE,12.0
27241,0.0,BUF,CLE,120,4,4.0,21.0,14,BUF,CLE,12.0
27243,12.0,BUF,CLE,116,4,1.0,75.0,10,CLE,BUF,-15.0
27244,15.0,BUF,CLE,89,4,1.0,63.0,10,CLE,BUF,-15.0
27245,12.0,BUF,CLE,81,4,1.0,48.0,10,CLE,BUF,-15.0
27246,6.0,BUF,CLE,73,4,1.0,36.0,10,CLE,BUF,-15.0
27247,0.0,BUF,CLE,49,4,2.0,30.0,4,CLE,BUF,-15.0
27248,0.0,BUF,CLE,44,4,1.0,25.0,10,CLE,BUF,-15.0
27249,20.0,BUF,CLE,39,4,2.0,25.0,10,CLE,BUF,-15.0
27250,0.0,BUF,CLE,34,4,1.0,5.0,5,CLE,BUF,-15.0
27251,0.0,BUF,CLE,30,4,2.0,5.0,5,CLE,BUF,-15.0
27252,2.0,BUF,CLE,25,4,2.0,2.0,2,CLE,BUF,-15.0
27255,-1.0,BUF,CLE,17,4,1.0,62.0,10,BUF,CLE,8.0
27259,4.0,MIN,DAL,900,1,1.0,75.0,10,MIN,DAL,0.0
27260,3.0,MIN,DAL,874,1,2.0,71.0,6,MIN,DAL,0.0
27261,-5.0,MIN,DAL,832,1,3.0,68.0,3,MIN,DAL,0.0
27262,4.0,MIN,DAL,824,1,1.0,27.0,10,DAL,MIN,0.0
27263,5.0,MIN,DAL,785,1,2.0,23.0,6,DAL,MIN,0.0
27264,2.0,MIN,DAL,744,1,3.0,18.0,1,DAL,MIN,0.0
27265,7.0,MIN,DAL,708,1,1.0,16.0,10,DAL,MIN,0.0
27266,0.0,MIN,DAL,672,1,2.0,9.0,3,DAL,MIN,0.0
27267,0.0,MIN,DAL,629,1,3.0,9.0,3,DAL,MIN,0.0
27268,0.0,MIN,DAL,625,1,4.0,9.0,3,DAL,MIN,0.0
27270,0.0,MIN,DAL,622,1,1.0,75.0,10,MIN,DAL,-3.0
27271,2.0,MIN,DAL,618,1,1.0,66.0,10,MIN,DAL,-3.0
27272,14.0,MIN,DAL,584,1,2.0,64.0,8,MIN,DAL,-3.0
27273,17.0,MIN,DAL,544,1,1.0,50.0,10,MIN,DAL,-3.0
27274,0.0,MIN,DAL,529,1,1.0,28.0,10,MIN,DAL,-3.0
27275,4.0,MIN,DAL,524,1,2.0,28.0,10,MIN,DAL,-3.0
27276,10.0,MIN,DAL,488,1,3.0,24.0,6,MIN,DAL,-3.0
27277,8.0,MIN,DAL,454,1,1.0,14.0,10,MIN,DAL,-3.0
27278,0.0,MIN,DAL,410,1,2.0,6.0,2,MIN,DAL,-3.0
27279,0.0,MIN,DAL,405,1,3.0,6.0,2,MIN,DAL,-3.0
27280,0.0,MIN,DAL,402,1,4.0,6.0,2,MIN,DAL,-3.0
27282,3.0,MIN,DAL,399,1,1.0,75.0,10,DAL,MIN,0.0
27283,4.0,MIN,DAL,366,1,2.0,72.0,7,DAL,MIN,0.0
27284,14.0,MIN,DAL,343,1,3.0,68.0,3,DAL,MIN,0.0
27285,18.0,MIN,DAL,316,1,1.0,54.0,10,DAL,MIN,0.0
27286,20.0,MIN,DAL,283,1,1.0,36.0,10,DAL,MIN,0.0
27287,8.0,MIN,DAL,239,1,1.0,16.0,10,DAL,MIN,0.0
27288,6.0,MIN,DAL,203,1,2.0,8.0,2,DAL,MIN,0.0
27289,1.0,MIN,DAL,161,1,1.0,2.0,2,DAL,MIN,0.0
27290,0.0,MIN,DAL,128,1,2.0,1.0,1,DAL,MIN,0.0
27291,1.0,MIN,DAL,91,1,3.0,1.0,1,DAL,MIN,0.0
27294,4.0,MIN,DAL,82,1,1.0,79.0,10,MIN,DAL,-7.0
27295,15.0,MIN,DAL,51,1,2.0,75.0,6,MIN,DAL,-7.0
27296,2.0,MIN,DAL,11,1,1.0,60.0,10,MIN,DAL,-7.0
27298,5.0,MIN,DAL,900,2,2.0,58.0,8,MIN,DAL,-7.0
27299,-6.0,MIN,DAL,860,2,3.0,53.0,3,MIN,DAL,-7.0
27300,0.0,MIN,DAL,816,2,4.0,59.0,9,MIN,DAL,-7.0
27301,1.0,MIN,DAL,805,2,1.0,83.0,10,DAL,MIN,7.0
27302,7.0,MIN,DAL,755,2,2.0,82.0,9,DAL,MIN,7.0
27303,5.0,MIN,DAL,726,2,3.0,75.0,2,DAL,MIN,7.0
27304,8.0,MIN,DAL,692,2,1.0,70.0,10,DAL,MIN,7.0
27305,1.0,MIN,DAL,653,2,2.0,62.0,2,DAL,MIN,7.0
27306,2.0,MIN,DAL,621,2,3.0,61.0,1,DAL,MIN,7.0
27307,12.0,MIN,DAL,582,2,1.0,59.0,10,DAL,MIN,7.0
27308,1.0,MIN,DAL,554,2,1.0,47.0,10,DAL,MIN,7.0
27309,3.0,MIN,DAL,520,2,2.0,46.0,9,DAL,MIN,7.0
27310,11.0,MIN,DAL,472,2,3.0,43.0,6,DAL,MIN,7.0
27311,0.0,MIN,DAL,432,2,1.0,32.0,10,DAL,MIN,7.0
27312,-2.0,MIN,DAL,407,2,1.0,37.0,15,DAL,MIN,7.0
27313,4.0,MIN,DAL,371,2,2.0,39.0,17,DAL,MIN,7.0
27314,0.0,MIN,DAL,341,2,3.0,35.0,13,DAL,MIN,7.0
27315,0.0,MIN,DAL,336,2,4.0,35.0,13,DAL,MIN,7.0
27317,0.0,MIN,DAL,331,2,1.0,75.0,10,MIN,DAL,-10.0
27318,3.0,MIN,DAL,322,2,2.0,75.0,10,MIN,DAL,-10.0
27319,0.0,MIN,DAL,279,2,3.0,72.0,7,MIN,DAL,-10.0
27320,0.0,MIN,DAL,274,2,4.0,72.0,7,MIN,DAL,-10.0
27321,4.0,MIN,DAL,267,2,1.0,59.0,10,DAL,MIN,10.0
27322,4.0,MIN,DAL,230,2,2.0,55.0,6,DAL,MIN,10.0
27323,7.0,MIN,DAL,198,2,3.0,51.0,2,DAL,MIN,10.0
27324,8.0,MIN,DAL,167,2,1.0,44.0,10,DAL,MIN,10.0
27325,1.0,MIN,DAL,129,2,2.0,36.0,2,DAL,MIN,10.0
27327,2.0,MIN,DAL,120,2,3.0,35.0,1,DAL,MIN,10.0
27329,3.0,MIN,DAL,116,2,1.0,33.0,10,DAL,MIN,10.0
27331,30.0,MIN,DAL,112,2,2.0,30.0,7,DAL,MIN,10.0
27334,0.0,MIN,DAL,103,2,1.0,75.0,10,MIN,DAL,-17.0
27335,15.0,MIN,DAL,96,2,2.0,75.0,10,MIN,DAL,-17.0
27336,6.0,MIN,DAL,92,2,1.0,60.0,10,MIN,DAL,-17.0
27337,5.0,MIN,DAL,68,2,2.0,54.0,4,MIN,DAL,-17.0
27338,0.0,MIN,DAL,65,2,1.0,49.0,10,MIN,DAL,-17.0
27339,-8.0,MIN,DAL,65,2,1.0,54.0,15,MIN,DAL,-17.0
27341,0.0,MIN,DAL,52,2,2.0,62.0,23,MIN,DAL,-17.0
27342,0.0,MIN,DAL,46,2,3.0,62.0,23,MIN,DAL,-17.0
27343,0.0,MIN,DAL,41,2,4.0,62.0,23,MIN,DAL,-17.0
27344,6.0,MIN,DAL,31,2,1.0,86.0,10,DAL,MIN,17.0
27346,4.0,MIN,DAL,26,2,2.0,80.0,4,DAL,MIN,17.0
27347,7.0,MIN,DAL,20,2,1.0,76.0,10,DAL,MIN,17.0
27348,27.0,MIN,DAL,13,2,2.0,69.0,3,DAL,MIN,17.0
27350,0.0,MIN,DAL,5,2,1.0,42.0,10,DAL,MIN,17.0
27353,1.0,MIN,DAL,900,3,1.0,75.0,10,DAL,MIN,20.0
27354,10.0,MIN,DAL,873,3,2.0,74.0,9,DAL,MIN,20.0
27355,-1.0,MIN,DAL,843,3,1.0,64.0,10,DAL,MIN,20.0
27356,-3.0,MIN,DAL,806,3,2.0,65.0,11,DAL,MIN,20.0
27357,68.0,MIN,DAL,763,3,3.0,68.0,14,DAL,MIN,20.0
27360,-7.0,MIN,DAL,752,3,1.0,75.0,10,MIN,DAL,-27.0
27361,0.0,MIN,DAL,709,3,2.0,82.0,17,MIN,DAL,-27.0
27362,7.0,MIN,DAL,686,3,2.0,91.0,26,MIN,DAL,-27.0
27363,-10.0,MIN,DAL,661,3,3.0,84.0,19,MIN,DAL,-27.0
27364,0.0,MIN,DAL,622,3,4.0,94.0,29,MIN,DAL,-27.0
27365,3.0,MIN,DAL,609,3,1.0,41.0,10,DAL,MIN,27.0
27366,2.0,MIN,DAL,574,3,2.0,38.0,7,DAL,MIN,27.0
27367,35.0,MIN,DAL,531,3,3.0,36.0,5,DAL,MIN,27.0
27368,0.0,MIN,DAL,503,3,1.0,1.0,1,DAL,MIN,27.0
27369,1.0,MIN,DAL,498,3,2.0,1.0,1,DAL,MIN,27.0
27372,5.0,MIN,DAL,490,3,1.0,79.0,10,MIN,DAL,-34.0
27373,8.0,MIN,DAL,470,3,2.0,74.0,5,MIN,DAL,-34.0
27374,11.0,MIN,DAL,455,3,1.0,66.0,10,MIN,DAL,-34.0
27375,-10.0,MIN,DAL,442,3,1.0,70.0,10,MIN,DAL,-34.0
27376,0.0,MIN,DAL,417,3,2.0,80.0,20,MIN,DAL,-34.0
27377,0.0,MIN,DAL,411,3,3.0,80.0,20,MIN,DAL,-34.0
27378,10.0,MIN,DAL,411,3,3.0,85.0,25,MIN,DAL,-34.0
27379,0.0,MIN,DAL,379,3,4.0,75.0,15,MIN,DAL,-34.0
27380,2.0,MIN,DAL,371,3,1.0,66.0,10,DAL,MIN,34.0
27381,4.0,MIN,DAL,331,3,2.0,64.0,8,DAL,MIN,34.0
27382,-2.0,MIN,DAL,289,3,3.0,60.0,4,DAL,MIN,34.0
27383,0.0,MIN,DAL,251,3,4.0,62.0,6,DAL,MIN,34.0
27384,11.0,MIN,DAL,235,3,1.0,83.0,10,MIN,DAL,-34.0
27385,11.0,MIN,DAL,207,3,1.0,72.0,10,MIN,DAL,-34.0
27386,0.0,MIN,DAL,182,3,1.0,61.0,10,MIN,DAL,-34.0
27387,0.0,MIN,DAL,178,3,2.0,61.0,10,MIN,DAL,-34.0
27388,0.0,MIN,DAL,173,3,1.0,56.0,10,MIN,DAL,-34.0
27389,0.0,MIN,DAL,168,3,2.0,56.0,10,MIN,DAL,-34.0
27390,0.0,MIN,DAL,143,3,3.0,56.0,10,MIN,DAL,-34.0
27391,0.0,MIN,DAL,117,3,3.0,61.0,15,MIN,DAL,-34.0
27392,-3.0,MIN,DAL,98,3,3.0,66.0,20,MIN,DAL,-34.0
27393,0.0,MIN,DAL,76,3,4.0,69.0,23,MIN,DAL,-34.0
27394,0.0,MIN,DAL,69,3,1.0,76.0,10,DAL,MIN,34.0
27395,19.0,MIN,DAL,40,3,1.0,86.0,20,DAL,MIN,34.0
27397,17.0,MIN,DAL,900,4,2.0,67.0,1,DAL,MIN,34.0
27398,1.0,MIN,DAL,860,4,1.0,50.0,10,DAL,MIN,34.0
27399,8.0,MIN,DAL,819,4,2.0,49.0,9,DAL,MIN,34.0
27401,9.0,MIN,DAL,772,4,3.0,41.0,1,DAL,MIN,34.0
27402,-2.0,MIN,DAL,734,4,1.0,32.0,10,DAL,MIN,34.0
27403,-2.0,MIN,DAL,693,4,2.0,34.0,12,DAL,MIN,34.0
27404,4.0,MIN,DAL,650,4,3.0,36.0,14,DAL,MIN,34.0
27405,0.0,MIN,DAL,609,4,4.0,32.0,10,DAL,MIN,34.0
27407,-3.0,MIN,DAL,604,4,1.0,75.0,10,MIN,DAL,-37.0
27408,14.0,MIN,DAL,578,4,2.0,78.0,13,MIN,DAL,-37.0
27409,8.0,MIN,DAL,549,4,1.0,64.0,10,MIN,DAL,-37.0
27410,0.0,MIN,DAL,511,4,2.0,56.0,2,MIN,DAL,-37.0
27411,0.0,MIN,DAL,506,4,3.0,56.0,2,MIN,DAL,-37.0
27412,0.0,MIN,DAL,503,4,4.0,56.0,2,MIN,DAL,-37.0
27413,1.0,MIN,DAL,496,4,1.0,90.0,10,DAL,MIN,37.0
27414,11.0,MIN,DAL,462,4,2.0,89.0,9,DAL,MIN,37.0
27415,4.0,MIN,DAL,421,4,1.0,78.0,10,DAL,MIN,37.0
27416,-2.0,MIN,DAL,382,4,2.0,74.0,6,DAL,MIN,37.0
27417,14.0,MIN,DAL,344,4,3.0,76.0,8,DAL,MIN,37.0
27418,8.0,MIN,DAL,299,4,1.0,62.0,10,DAL,MIN,37.0
27419,-1.0,MIN,DAL,259,4,2.0,54.0,2,DAL,MIN,37.0
27420,0.0,MIN,DAL,219,4,3.0,55.0,3,DAL,MIN,37.0
27421,0.0,MIN,DAL,214,4,4.0,55.0,3,DAL,MIN,37.0
27422,0.0,MIN,DAL,199,4,1.0,98.0,10,MIN,DAL,-37.0
27423,-3.0,MIN,DAL,199,4,1.0,93.0,5,MIN,DAL,-37.0
27424,12.0,MIN,DAL,167,4,2.0,96.0,8,MIN,DAL,-37.0
27425,0.0,MIN,DAL,138,4,1.0,84.0,10,MIN,DAL,-37.0
27427,15.0,MIN,DAL,120,4,2.0,84.0,10,MIN,DAL,-37.0
27428,4.0,MIN,DAL,93,4,1.0,69.0,10,MIN,DAL,-37.0
27429,5.0,MIN,DAL,65,4,2.0,65.0,6,MIN,DAL,-37.0
27430,0.0,MIN,DAL,41,4,3.0,60.0,1,MIN,DAL,-37.0
27434,-3.0,NYG,DET,894,1,1.0,77.0,10,NYG,DET,0.0
27435,7.0,NYG,DET,854,1,2.0,80.0,13,NYG,DET,0.0
27436,-8.0,NYG,DET,822,1,3.0,73.0,6,NYG,DET,0.0
27437,0.0,NYG,DET,786,1,4.0,81.0,14,NYG,DET,0.0
27438,12.0,NYG,DET,778,1,1.0,70.0,10,DET,NYG,0.0
27439,0.0,NYG,DET,735,1,1.0,58.0,10,DET,NYG,0.0
27440,2.0,NYG,DET,728,1,2.0,58.0,10,DET,NYG,0.0
27441,0.0,NYG,DET,697,1,3.0,56.0,8,DET,NYG,0.0
27442,4.0,NYG,DET,693,1,1.0,41.0,10,DET,NYG,0.0
27443,5.0,NYG,DET,659,1,2.0,37.0,6,DET,NYG,0.0
27444,2.0,NYG,DET,636,1,3.0,32.0,1,DET,NYG,0.0
27445,16.0,NYG,DET,598,1,1.0,30.0,10,DET,NYG,0.0
27446,2.0,NYG,DET,555,1,1.0,14.0,10,DET,NYG,0.0
27447,0.0,NYG,DET,518,1,2.0,12.0,8,DET,NYG,0.0
27448,6.0,NYG,DET,513,1,3.0,12.0,8,DET,NYG,0.0
27449,0.0,NYG,DET,475,1,4.0,6.0,2,DET,NYG,0.0
27451,17.0,NYG,DET,472,1,1.0,75.0,10,NYG,DET,-3.0
27452,-1.0,NYG,DET,442,1,1.0,58.0,10,NYG,DET,-3.0
27453,7.0,NYG,DET,416,1,2.0,59.0,11,NYG,DET,-3.0
27454,3.0,NYG,DET,393,1,3.0,52.0,4,NYG,DET,-3.0
27455,5.0,NYG,DET,354,1,4.0,49.0,1,NYG,DET,-3.0
27456,1.0,NYG,DET,319,1,1.0,44.0,10,NYG,DET,-3.0
27457,2.0,NYG,DET,291,1,2.0,43.0,9,NYG,DET,-3.0
27458,16.0,NYG,DET,261,1,3.0,41.0,7,NYG,DET,-3.0
27459,18.0,NYG,DET,218,1,1.0,25.0,10,NYG,DET,-3.0
27460,4.0,NYG,DET,193,1,1.0,7.0,7,NYG,DET,-3.0
27461,3.0,NYG,DET,166,1,2.0,3.0,3,NYG,DET,-3.0
27464,-3.0,NYG,DET,153,1,1.0,71.0,10,DET,NYG,-3.0
27465,1.0,NYG,DET,113,1,2.0,74.0,13,DET,NYG,-3.0
27466,15.0,NYG,DET,79,1,3.0,73.0,12,DET,NYG,-3.0
27467,0.0,NYG,DET,40,1,1.0,58.0,10,DET,NYG,-3.0
27468,1.0,NYG,DET,35,1,2.0,58.0,10,DET,NYG,-3.0
27470,0.0,NYG,DET,900,2,3.0,57.0,9,DET,NYG,-3.0
27471,0.0,NYG,DET,868,2,3.0,67.0,19,DET,NYG,-3.0
