,yards_gained,home_team,away_team,quarter_seconds_remaining,qtr,down,yardline_100,ydstogo,posteam,defteam,score_differential
1554,0.0,LAC,LV,900,4,3.0,70.0,5,LAC,LV,11.0
1555,0.0,LAC,LV,893,4,4.0,70.0,5,LAC,LV,11.0
1556,10.0,LAC,LV,881,4,1.0,77.0,10,LV,LAC,-11.0
1557,23.0,LAC,LV,842,4,1.0,67.0,10,LV,LAC,-11.0
1558,0.0,LAC,LV,800,4,1.0,44.0,10,LV,LAC,-11.0
1559,-1.0,LAC,LV,790,4,1.0,98.0,10,LAC,LV,11.0
1560,0.0,LAC,LV,758,4,2.0,99.0,11,LAC,LV,11.0
1561,0.0,LAC,LV,753,4,3.0,99.0,11,LAC,LV,11.0
1562,10.0,LAC,LV,753,4,3.0,99.0,11,LAC,LV,11.0
1563,0.0,LAC,LV,708,4,4.0,89.0,1,LAC,LV,11.0
1564,8.0,LAC,LV,699,4,1.0,60.0,10,LV,LAC,-11.0
1565,0.0,LAC,LV,667,4,2.0,52.0,2,LV,LAC,-11.0
1566,3.0,LAC,LV,660,4,1.0,49.0,10,LAC,LV,11.0
1567,6.0,LAC,LV,620,4,2.0,46.0,7,LAC,LV,11.0
1568,4.0,LAC,LV,587,4,3.0,40.0,1,LAC,LV,11.0
1569,6.0,LAC,LV,546,4,1.0,36.0,10,LAC,LV,11.0
1570,-1.0,LAC,LV,503,4,2.0,30.0,4,LAC,LV,11.0
1571,0.0,LAC,LV,462,4,3.0,31.0,5,LAC,LV,11.0
1572,0.0,LAC,LV,457,4,4.0,31.0,5,LAC,LV,11.0
1573,16.0,LAC,LV,453,4,1.0,61.0,10,LV,LAC,-11.0
1574,0.0,LAC,LV,419,4,1.0,45.0,10,LV,LAC,-11.0
1575,6.0,LAC,LV,413,4,2.0,45.0,10,LV,LAC,-11.0
1576,5.0,LAC,LV,370,4,3.0,39.0,4,LV,LAC,-11.0
1577,31.0,LAC,LV,328,4,1.0,34.0,10,LV,LAC,-11.0
1578,0.0,LAC,LV,280,4,1.0,3.0,3,LV,LAC,-11.0
1579,3.0,LAC,LV,276,4,2.0,3.0,3,LV,LAC,-11.0
1584,4.0,LAC,LV,272,4,1.0,75.0,10,LAC,LV,5.0
1585,3.0,LAC,LV,227,4,2.0,71.0,6,LAC,LV,5.0
1587,0.0,LAC,LV,222,4,3.0,68.0,3,LAC,LV,5.0
1588,0.0,LAC,LV,219,4,4.0,68.0,3,LAC,LV,5.0
1589,12.0,LAC,LV,210,4,1.0,79.0,10,LV,LAC,-5.0
1590,7.0,LAC,LV,205,4,1.0,67.0,10,LV,LAC,-5.0
1591,0.0,LAC,LV,163,4,2.0,60.0,3,LV,LAC,-5.0
1592,-5.0,LAC,LV,160,4,3.0,60.0,3,LV,LAC,-5.0
1594,-7.0,LAC,LV,120,4,4.0,65.0,8,LV,LAC,-5.0
1595,6.0,LAC,LV,112,4,1.0,28.0,10,LAC,LV,5.0
1597,2.0,LAC,LV,106,4,2.0,22.0,4,LAC,LV,5.0
1599,3.0,LAC,LV,101,4,3.0,20.0,2,LAC,LV,5.0
1600,0.0,LAC,LV,58,4,1.0,17.0,10,LAC,LV,5.0
1601,-1.0,LAC,LV,53,4,1.0,22.0,15,LAC,LV,5.0
1602,-1.0,LAC,LV,33,4,2.0,23.0,16,LAC,LV,5.0
1606,9.0,MIA,NE,900,1,1.0,75.0,10,NE,MIA,0.0
1607,12.0,MIA,NE,867,1,2.0,66.0,1,NE,MIA,0.0
1608,3.0,MIA,NE,826,1,1.0,54.0,10,NE,MIA,0.0
1609,8.0,MIA,NE,781,1,2.0,51.0,7,NE,MIA,0.0
1610,8.0,MIA,NE,740,1,1.0,43.0,10,NE,MIA,0.0
1611,2.0,MIA,NE,693,1,2.0,35.0,2,NE,MIA,0.0
1612,11.0,MIA,NE,648,1,1.0,33.0,10,NE,MIA,0.0
1613,0.0,MIA,NE,605,1,1.0,22.0,10,NE,MIA,0.0
1614,0.0,MIA,NE,592,1,1.0,72.0,10,MIA,NE,0.0
1615,8.0,MIA,NE,587,1,2.0,72.0,10,MIA,NE,0.0
1616,5.0,MIA,NE,545,1,3.0,64.0,2,MIA,NE,0.0
1617,2.0,MIA,NE,503,1,1.0,59.0,10,MIA,NE,0.0
1618,7.0,MIA,NE,458,1,2.0,57.0,8,MIA,NE,0.0
1619,0.0,MIA,NE,414,1,3.0,50.0,1,MIA,NE,0.0
1621,0.0,MIA,NE,408,1,4.0,50.0,1,MIA,NE,0.0
1622,23.0,MIA,NE,408,1,1.0,45.0,10,MIA,NE,0.0
1623,5.0,MIA,NE,380,1,1.0,22.0,10,MIA,NE,0.0
1624,-1.0,MIA,NE,340,1,2.0,17.0,5,MIA,NE,0.0
1625,-7.0,MIA,NE,299,1,3.0,18.0,6,MIA,NE,0.0
1626,0.0,MIA,NE,250,1,4.0,25.0,13,MIA,NE,0.0
1628,7.0,MIA,NE,245,1,1.0,75.0,10,NE,MIA,-3.0
1629,12.0,MIA,NE,209,1,2.0,68.0,3,NE,MIA,-3.0
1630,-3.0,MIA,NE,187,1,1.0,56.0,10,NE,MIA,-3.0
1631,7.0,MIA,NE,151,1,2.0,59.0,13,NE,MIA,-3.0
1632,0.0,MIA,NE,108,1,3.0,52.0,6,NE,MIA,-3.0
1633,17.0,MIA,NE,87,1,3.0,57.0,11,NE,MIA,-3.0
1634,-7.0,MIA,NE,50,1,1.0,40.0,10,NE,MIA,-3.0
1635,-2.0,MIA,NE,6,1,2.0,47.0,17,NE,MIA,-3.0
1637,9.0,MIA,NE,900,2,3.0,49.0,19,NE,MIA,-3.0
1638,0.0,MIA,NE,855,2,4.0,40.0,10,NE,MIA,-3.0
1639,5.0,MIA,NE,847,2,1.0,94.0,10,MIA,NE,3.0
1640,4.0,MIA,NE,812,2,2.0,89.0,5,MIA,NE,3.0
1641,2.0,MIA,NE,769,2,3.0,85.0,1,MIA,NE,3.0
1642,3.0,MIA,NE,728,2,1.0,83.0,10,MIA,NE,3.0
1643,0.0,MIA,NE,699,2,2.0,80.0,7,MIA,NE,3.0
1644,11.0,MIA,NE,689,2,3.0,80.0,7,MIA,NE,3.0
1645,14.0,MIA,NE,645,2,1.0,69.0,10,MIA,NE,3.0
1646,6.0,MIA,NE,600,2,1.0,55.0,10,MIA,NE,3.0
1647,-7.0,MIA,NE,553,2,2.0,49.0,4,MIA,NE,3.0
1648,7.0,MIA,NE,509,2,3.0,56.0,11,MIA,NE,3.0
1649,0.0,MIA,NE,473,2,4.0,49.0,4,MIA,NE,3.0
1650,0.0,MIA,NE,465,2,1.0,85.0,10,NE,MIA,-3.0
1651,-13.0,MIA,NE,460,2,2.0,85.0,10,NE,MIA,-3.0
1654,0.0,MIA,NE,449,2,1.0,74.0,10,NE,MIA,-10.0
1655,3.0,MIA,NE,444,2,2.0,74.0,10,NE,MIA,-10.0
1656,27.0,MIA,NE,407,2,3.0,71.0,7,NE,MIA,-10.0
1657,2.0,MIA,NE,384,2,1.0,44.0,10,NE,MIA,-10.0
1658,-4.0,MIA,NE,347,2,2.0,42.0,8,NE,MIA,-10.0
1660,2.0,MIA,NE,304,2,3.0,46.0,12,NE,MIA,-10.0
1661,0.0,MIA,NE,254,2,4.0,44.0,10,NE,MIA,-10.0
1662,1.0,MIA,NE,245,2,1.0,92.0,10,MIA,NE,10.0
1663,14.0,MIA,NE,222,2,2.0,91.0,9,MIA,NE,10.0
1664,3.0,MIA,NE,182,2,1.0,77.0,10,MIA,NE,10.0
1665,0.0,MIA,NE,152,2,2.0,74.0,7,MIA,NE,10.0
1666,8.0,MIA,NE,147,2,3.0,74.0,7,MIA,NE,10.0
1667,0.0,MIA,NE,124,2,1.0,66.0,10,MIA,NE,10.0
1669,26.0,MIA,NE,120,2,1.0,71.0,15,MIA,NE,10.0
1670,0.0,MIA,NE,80,2,1.0,45.0,10,MIA,NE,10.0
1671,-9.0,MIA,NE,77,2,2.0,45.0,10,MIA,NE,10.0
1672,12.0,MIA,NE,31,2,3.0,54.0,19,MIA,NE,10.0
1674,42.0,MIA,NE,24,2,4.0,42.0,7,MIA,NE,10.0
1677,-2.0,MIA,NE,18,2,1.0,75.0,10,NE,MIA,-17.0
1680,7.0,MIA,NE,894,3,1.0,74.0,10,MIA,NE,17.0
1681,2.0,MIA,NE,855,3,2.0,67.0,3,MIA,NE,17.0
1682,-1.0,MIA,NE,826,3,3.0,65.0,1,MIA,NE,17.0
1683,0.0,MIA,NE,795,3,4.0,66.0,2,MIA,NE,17.0
1684,6.0,MIA,NE,785,3,1.0,92.0,10,NE,MIA,-17.0
1685,9.0,MIA,NE,743,3,2.0,86.0,4,NE,MIA,-17.0
1686,12.0,MIA,NE,709,3,1.0,77.0,10,NE,MIA,-17.0
1687,0.0,MIA,NE,675,3,1.0,65.0,10,NE,MIA,-17.0
1688,5.0,MIA,NE,638,3,2.0,65.0,10,NE,MIA,-17.0
1689,12.0,MIA,NE,594,3,3.0,60.0,5,NE,MIA,-17.0
1690,6.0,MIA,NE,574,3,1.0,48.0,10,NE,MIA,-17.0
1691,0.0,MIA,NE,547,3,2.0,42.0,4,NE,MIA,-17.0
1692,7.0,MIA,NE,533,3,1.0,37.0,10,NE,MIA,-17.0
1693,0.0,MIA,NE,498,3,2.0,30.0,3,NE,MIA,-17.0
1694,2.0,MIA,NE,456,3,3.0,30.0,3,NE,MIA,-17.0
1695,0.0,MIA,NE,424,3,4.0,28.0,1,NE,MIA,-17.0
1696,0.0,MIA,NE,417,3,1.0,23.0,10,NE,MIA,-17.0
1697,15.0,MIA,NE,377,3,2.0,23.0,10,NE,MIA,-17.0
1698,0.0,MIA,NE,334,3,1.0,8.0,8,NE,MIA,-17.0
1699,2.0,MIA,NE,331,3,2.0,8.0,8,NE,MIA,-17.0
1700,6.0,MIA,NE,290,3,3.0,6.0,6,NE,MIA,-17.0
1703,18.0,MIA,NE,279,3,1.0,81.0,10,MIA,NE,10.0
1704,8.0,MIA,NE,239,3,1.0,63.0,10,MIA,NE,10.0
1705,3.0,MIA,NE,204,3,2.0,55.0,2,MIA,NE,10.0
1706,16.0,MIA,NE,159,3,1.0,52.0,10,MIA,NE,10.0
1707,4.0,MIA,NE,109,3,1.0,36.0,10,MIA,NE,10.0
1708,1.0,MIA,NE,67,3,2.0,32.0,6,MIA,NE,10.0
1709,0.0,MIA,NE,27,3,3.0,31.0,5,MIA,NE,10.0
1710,0.0,MIA,NE,24,3,4.0,31.0,5,MIA,NE,10.0
1712,6.0,MIA,NE,19,3,1.0,75.0,10,NE,MIA,-13.0
1714,7.0,MIA,NE,900,4,2.0,69.0,4,NE,MIA,-13.0
1715,4.0,MIA,NE,857,4,1.0,62.0,10,NE,MIA,-13.0
1716,0.0,MIA,NE,825,4,2.0,58.0,6,NE,MIA,-13.0
1718,0.0,MIA,NE,779,4,3.0,58.0,6,NE,MIA,-13.0
1719,0.0,MIA,NE,774,4,4.0,58.0,6,NE,MIA,-13.0
1720,0.0,MIA,NE,767,4,1.0,90.0,10,MIA,NE,13.0
1721,8.0,MIA,NE,761,4,2.0,90.0,10,MIA,NE,13.0
1722,1.0,MIA,NE,718,4,3.0,82.0,2,MIA,NE,13.0
1723,0.0,MIA,NE,679,4,4.0,81.0,1,MIA,NE,13.0
1724,0.0,MIA,NE,667,4,1.0,57.0,10,NE,MIA,-13.0
1725,7.0,MIA,NE,664,4,2.0,57.0,10,NE,MIA,-13.0
1726,0.0,MIA,NE,624,4,3.0,50.0,3,NE,MIA,-13.0
1728,0.0,MIA,NE,586,4,4.0,50.0,3,NE,MIA,-13.0
1729,7.0,MIA,NE,578,4,1.0,50.0,10,MIA,NE,13.0
1730,0.0,MIA,NE,542,4,2.0,43.0,3,MIA,NE,13.0
1731,7.0,MIA,NE,535,4,3.0,43.0,3,MIA,NE,13.0
1732,-1.0,MIA,NE,495,4,1.0,36.0,10,MIA,NE,13.0
1733,8.0,MIA,NE,457,4,2.0,37.0,11,MIA,NE,13.0
1734,-12.0,MIA,NE,415,4,3.0,29.0,3,MIA,NE,13.0
1735,0.0,MIA,NE,366,4,4.0,41.0,15,MIA,NE,13.0
1736,0.0,MIA,NE,366,4,4.0,46.0,20,MIA,NE,13.0
1737,0.0,MIA,NE,359,4,1.0,95.0,10,NE,MIA,-13.0
1738,11.0,MIA,NE,353,4,2.0,95.0,10,NE,MIA,-13.0
1739,41.0,MIA,NE,328,4,1.0,84.0,10,NE,MIA,-13.0
1740,0.0,MIA,NE,311,4,1.0,43.0,10,NE,MIA,-13.0
1741,5.0,MIA,NE,306,4,2.0,43.0,10,NE,MIA,-13.0
1742,12.0,MIA,NE,295,4,1.0,63.0,10,MIA,NE,13.0
1743,1.0,MIA,NE,257,4,1.0,51.0,10,MIA,NE,13.0
1744,0.0,MIA,NE,210,4,2.0,50.0,9,MIA,NE,13.0
1746,15.0,MIA,NE,201,4,3.0,50.0,9,MIA,NE,13.0
1747,0.0,MIA,NE,154,4,1.0,35.0,10,MIA,NE,13.0
1749,11.0,MIA,NE,136,4,2.0,35.0,10,MIA,NE,13.0
1751,8.0,MIA,NE,120,4,1.0,24.0,10,MIA,NE,13.0
1753,0.0,MIA,NE,71,4,2.0,16.0,2,MIA,NE,13.0
1754,0.0,MIA,NE,65,4,3.0,16.0,2,MIA,NE,13.0
1755,0.0,MIA,NE,61,4,1.0,11.0,10,MIA,NE,13.0
1756,0.0,MIA,NE,30,4,2.0,11.0,10,MIA,NE,13.0
1760,11.0,ATL,NO,900,1,1.0,75.0,10,ATL,NO,0.0
1761,6.0,ATL,NO,859,1,1.0,64.0,10,ATL,NO,0.0
1762,0.0,ATL,NO,825,1,2.0,58.0,4,ATL,NO,0.0
1763,5.0,ATL,NO,821,1,3.0,58.0,4,ATL,NO,0.0
1764,2.0,ATL,NO,777,1,1.0,53.0,10,ATL,NO,0.0
1765,11.0,ATL,NO,738,1,2.0,51.0,8,ATL,NO,0.0
1766,0.0,ATL,NO,697,1,1.0,40.0,10,ATL,NO,0.0
1767,5.0,ATL,NO,694,1,2.0,40.0,10,ATL,NO,0.0
1768,0.0,ATL,NO,654,1,3.0,35.0,5,ATL,NO,0.0
1769,0.0,ATL,NO,644,1,4.0,35.0,5,ATL,NO,0.0
1771,1.0,ATL,NO,640,1,1.0,75.0,10,NO,ATL,-3.0
1772,6.0,ATL,NO,610,1,2.0,74.0,9,NO,ATL,-3.0
1773,0.0,ATL,NO,568,1,3.0,68.0,3,NO,ATL,-3.0
1774,0.0,ATL,NO,565,1,4.0,68.0,3,NO,ATL,-3.0
1775,0.0,ATL,NO,553,1,1.0,79.0,10,ATL,NO,3.0
1776,0.0,ATL,NO,518,1,2.0,79.0,10,ATL,NO,3.0
1778,5.0,ATL,NO,514,1,3.0,79.0,10,ATL,NO,3.0
1779,0.0,ATL,NO,473,1,4.0,74.0,5,ATL,NO,3.0
1780,5.0,ATL,NO,466,1,1.0,77.0,10,NO,ATL,-3.0
1781,4.0,ATL,NO,432,1,2.0,72.0,5,NO,ATL,-3.0
1782,57.0,ATL,NO,393,1,3.0,68.0,1,NO,ATL,-3.0
1783,0.0,ATL,NO,355,1,1.0,11.0,10,NO,ATL,-3.0
1784,11.0,ATL,NO,351,1,2.0,11.0,10,NO,ATL,-3.0
1788,22.0,ATL,NO,344,1,1.0,75.0,10,ATL,NO,-4.0
1789,0.0,ATL,NO,333,1,1.0,43.0,10,NO,ATL,4.0
1790,7.0,ATL,NO,329,1,2.0,43.0,10,NO,ATL,4.0
1791,6.0,ATL,NO,292,1,3.0,36.0,3,NO,ATL,4.0
1792,2.0,ATL,NO,256,1,1.0,30.0,10,NO,ATL,4.0
1793,2.0,ATL,NO,215,1,2.0,28.0,8,NO,ATL,4.0
1794,0.0,ATL,NO,171,1,3.0,26.0,6,NO,ATL,4.0
1795,0.0,ATL,NO,166,1,4.0,26.0,6,NO,ATL,4.0
1796,12.0,ATL,NO,162,1,1.0,66.0,10,ATL,NO,-4.0
1797,0.0,ATL,NO,123,1,1.0,54.0,10,ATL,NO,-4.0
1798,5.0,ATL,NO,97,1,1.0,49.0,5,ATL,NO,-4.0
1799,7.0,ATL,NO,55,1,1.0,44.0,10,ATL,NO,-4.0
1800,2.0,ATL,NO,13,1,2.0,37.0,3,ATL,NO,-4.0
1802,2.0,ATL,NO,900,2,3.0,35.0,1,ATL,NO,-4.0
1803,8.0,ATL,NO,862,2,1.0,33.0,10,ATL,NO,-4.0
1804,8.0,ATL,NO,821,2,2.0,25.0,2,ATL,NO,-4.0
1805,12.0,ATL,NO,779,2,1.0,17.0,10,ATL,NO,-4.0
1806,5.0,ATL,NO,737,2,1.0,5.0,5,ATL,NO,-4.0
1809,2.0,ATL,NO,732,2,1.0,75.0,10,NO,ATL,-3.0
1810,2.0,ATL,NO,697,2,2.0,73.0,8,NO,ATL,-3.0
1811,3.0,ATL,NO,662,2,3.0,71.0,6,NO,ATL,-3.0
1812,0.0,ATL,NO,623,2,4.0,68.0,3,NO,ATL,-3.0
1813,6.0,ATL,NO,615,2,1.0,79.0,10,ATL,NO,3.0
1814,5.0,ATL,NO,572,2,2.0,73.0,4,ATL,NO,3.0
1815,0.0,ATL,NO,528,2,1.0,68.0,10,ATL,NO,3.0
1816,0.0,ATL,NO,522,2,2.0,68.0,10,ATL,NO,3.0
1817,11.0,ATL,NO,493,2,2.0,78.0,20,ATL,NO,3.0
1818,6.0,ATL,NO,453,2,3.0,67.0,9,ATL,NO,3.0
1819,0.0,ATL,NO,419,2,4.0,61.0,3,ATL,NO,3.0
1820,6.0,ATL,NO,405,2,1.0,78.0,10,NO,ATL,-3.0
1821,0.0,ATL,NO,372,2,2.0,72.0,4,NO,ATL,-3.0
1822,-8.0,ATL,NO,347,2,1.0,67.0,10,NO,ATL,-3.0
1823,11.0,ATL,NO,310,2,2.0,75.0,18,NO,ATL,-3.0
1824,-6.0,ATL,NO,280,2,3.0,64.0,7,NO,ATL,-3.0
1825,0.0,ATL,NO,235,2,4.0,70.0,13,NO,ATL,-3.0
1826,9.0,ATL,NO,227,2,1.0,82.0,10,ATL,NO,3.0
1827,6.0,ATL,NO,198,2,1.0,58.0,10,ATL,NO,3.0
1828,15.0,ATL,NO,155,2,2.0,52.0,4,ATL,NO,3.0
1830,4.0,ATL,NO,120,2,1.0,37.0,10,ATL,NO,3.0
1831,1.0,ATL,NO,82,2,2.0,33.0,6,ATL,NO,3.0
1833,0.0,ATL,NO,74,2,3.0,32.0,5,ATL,NO,3.0
1834,0.0,ATL,NO,70,2,4.0,32.0,5,ATL,NO,3.0
1836,5.0,ATL,NO,66,2,1.0,75.0,10,NO,ATL,-6.0
1837,0.0,ATL,NO,49,2,2.0,70.0,5,NO,ATL,-6.0
1838,-12.0,ATL,NO,43,2,3.0,70.0,5,NO,ATL,-6.0
1840,0.0,ATL,NO,36,2,4.0,82.0,17,NO,ATL,-6.0
1841,31.0,ATL,NO,23,2,1.0,61.0,10,ATL,NO,6.0
1843,8.0,ATL,NO,15,2,1.0,30.0,10,ATL,NO,6.0
1844,0.0,ATL,NO,4,2,2.0,22.0,2,ATL,NO,6.0
1846,0.0,ATL,NO,3,2,3.0,22.0,2,ATL,NO,6.0
1849,5.0,ATL,NO,900,3,1.0,75.0,10,NO,ATL,-9.0
1850,1.0,ATL,NO,866,3,2.0,70.0,5,NO,ATL,-9.0
1851,11.0,ATL,NO,826,3,3.0,69.0,4,NO,ATL,-9.0
1852,9.0,ATL,NO,790,3,1.0,58.0,10,NO,ATL,-9.0
1853,6.0,ATL,NO,757,3,2.0,49.0,1,NO,ATL,-9.0
1854,4.0,ATL,NO,718,3,1.0,43.0,10,NO,ATL,-9.0
1855,7.0,ATL,NO,683,3,2.0,39.0,6,NO,ATL,-9.0
1856,0.0,ATL,NO,647,3,1.0,32.0,10,NO,ATL,-9.0
1857,-9.0,ATL,NO,643,3,2.0,32.0,10,NO,ATL,-9.0
1858,10.0,ATL,NO,601,3,3.0,41.0,19,NO,ATL,-9.0
1859,0.0,ATL,NO,560,3,4.0,31.0,9,NO,ATL,-9.0
1861,9.0,ATL,NO,555,3,1.0,75.0,10,ATL,NO,6.0
1862,11.0,ATL,NO,525,3,2.0,66.0,1,ATL,NO,6.0
1863,1.0,ATL,NO,489,3,1.0,55.0,10,ATL,NO,6.0
1864,13.0,ATL,NO,455,3,2.0,54.0,9,ATL,NO,6.0
1865,0.0,ATL,NO,418,3,1.0,41.0,10,ATL,NO,6.0
1866,2.0,ATL,NO,412,3,1.0,2.0,2,ATL,NO,6.0
1869,15.0,ATL,NO,409,3,1.0,75.0,10,NO,ATL,-13.0
1870,4.0,ATL,NO,368,3,1.0,60.0,10,NO,ATL,-13.0
1871,0.0,ATL,NO,328,3,2.0,56.0,6,NO,ATL,-13.0
1872,1.0,ATL,NO,323,3,3.0,56.0,6,NO,ATL,-13.0
1873,2.0,ATL,NO,311,3,1.0,36.0,10,ATL,NO,13.0
1874,15.0,ATL,NO,269,3,2.0,34.0,8,ATL,NO,13.0
1875,5.0,ATL,NO,240,3,1.0,19.0,10,ATL,NO,13.0
1876,0.0,ATL,NO,207,3,2.0,14.0,5,ATL,NO,13.0
1877,9.0,ATL,NO,203,3,3.0,14.0,5,ATL,NO,13.0
1878,2.0,ATL,NO,191,3,1.0,95.0,10,NO,ATL,-13.0
1879,2.0,ATL,NO,155,3,2.0,93.0,8,NO,ATL,-13.0
1880,0.0,ATL,NO,118,3,3.0,91.0,6,NO,ATL,-13.0
1881,0.0,ATL,NO,115,3,4.0,91.0,6,NO,ATL,-13.0
1882,0.0,ATL,NO,101,3,1.0,50.0,10,ATL,NO,13.0
1883,16.0,ATL,NO,81,3,1.0,60.0,20,ATL,NO,13.0
1884,5.0,ATL,NO,62,3,1.0,39.0,10,ATL,NO,13.0
1885,2.0,ATL,NO,37,3,2.0,34.0,5,ATL,NO,13.0
1887,5.0,ATL,NO,900,4,3.0,32.0,3,ATL,NO,13.0
1888,18.0,ATL,NO,860,4,1.0,27.0,10,ATL,NO,13.0
1889,5.0,ATL,NO,820,4,1.0,9.0,9,ATL,NO,13.0
1890,0.0,ATL,NO,775,4,2.0,4.0,4,ATL,NO,13.0
1891,0.0,ATL,NO,775,4,2.0,9.0,9,ATL,NO,13.0
1892,0.0,ATL,NO,771,4,3.0,9.0,9,ATL,NO,13.0
1893,0.0,ATL,NO,765,4,4.0,9.0,9,ATL,NO,13.0
1895,26.0,ATL,NO,761,4,1.0,75.0,10,NO,ATL,-16.0
1896,15.0,ATL,NO,732,4,1.0,49.0,10,NO,ATL,-16.0
1897,31.0,ATL,NO,703,4,1.0,34.0,10,NO,ATL,-16.0
1898,3.0,ATL,NO,676,4,1.0,3.0,3,NO,ATL,-16.0
1901,0.0,ATL,NO,672,4,1.0,75.0,10,ATL,NO,8.0
1902,4.0,ATL,NO,666,4,2.0,75.0,10,ATL,NO,8.0
1903,13.0,ATL,NO,626,4,3.0,71.0,6,ATL,NO,8.0
1904,-2.0,ATL,NO,583,4,1.0,58.0,10,ATL,NO,8.0
1905,9.0,ATL,NO,536,4,2.0,60.0,12,ATL,NO,8.0
1906,1.0,ATL,NO,492,4,3.0,51.0,3,ATL,NO,8.0
1907,0.0,ATL,NO,432,4,4.0,50.0,2,ATL,NO,8.0
1908,0.0,ATL,NO,432,4,4.0,55.0,7,ATL,NO,8.0
1909,20.0,ATL,NO,425,4,1.0,86.0,10,NO,ATL,-8.0
1910,7.0,ATL,NO,401,4,1.0,66.0,10,NO,ATL,-8.0
1911,0.0,ATL,NO,371,4,2.0,59.0,3,NO,ATL,-8.0
1912,21.0,ATL,NO,367,4,3.0,59.0,3,NO,ATL,-8.0
1913,-10.0,ATL,NO,329,4,1.0,38.0,10,NO,ATL,-8.0
1914,20.0,ATL,NO,293,4,2.0,48.0,20,NO,ATL,-8.0
1915,0.0,ATL,NO,251,4,1.0,28.0,10,NO,ATL,-8.0
1916,14.0,ATL,NO,248,4,1.0,23.0,5,NO,ATL,-8.0
1917,9.0,ATL,NO,222,4,1.0,9.0,9,NO,ATL,-8.0
1920,7.0,ATL,NO,218,4,1.0,75.0,10,ATL,NO,2.0
1921,8.0,ATL,NO,171,4,2.0,68.0,3,ATL,NO,2.0
1922,6.0,ATL,NO,127,4,1.0,60.0,10,ATL,NO,2.0
1924,-2.0,ATL,NO,123,4,2.0,54.0,4,ATL,NO,2.0
1926,0.0,ATL,NO,119,4,3.0,56.0,6,ATL,NO,2.0
1927,1.0,ATL,NO,112,4,1.0,51.0,10,ATL,NO,2.0
1929,8.0,ATL,NO,107,4,2.0,50.0,9,ATL,NO,2.0
1931,0.0,ATL,NO,100,4,3.0,42.0,1,ATL,NO,2.0
1932,0.0,ATL,NO,54,4,4.0,42.0,1,ATL,NO,2.0
1933,0.0,ATL,NO,54,4,4.0,47.0,6,ATL,NO,2.0
1934,40.0,ATL,NO,48,4,1.0,80.0,10,NO,ATL,-2.0
1935,0.0,ATL,NO,38,4,1.0,40.0,10,NO,ATL,-2.0
1936,17.0,ATL,NO,38,4,2.0,50.0,20,NO,ATL,-2.0
1937,0.0,ATL,NO,24,4,3.0,33.0,3,NO,ATL,-2.0
1938,0.0,ATL,NO,23,4,4.0,33.0,3,NO,ATL,-2.0
1940,0.0,ATL,NO,19,4,1.0,75.0,10,ATL,NO,-1.0
1941,0.0,ATL,NO,14,4,2.0,75.0,10,ATL,NO,-1.0
1943,10.0,ATL,NO,10,4,3.0,75.0,10,ATL,NO,-1.0
1945,5.0,ATL,NO,6,4,1.0,65.0,10,ATL,NO,-1.0
1947,0.0,ATL,NO,2,4,1.0,45.0,10,ATL,NO,-1.0
1951,1.0,TEN,NYG,895,1,1.0,78.0,10,NYG,TEN,0.0
1952,6.0,TEN,NYG,857,1,2.0,77.0,9,NYG,TEN,0.0
1953,2.0,TEN,NYG,811,1,3.0,71.0,3,NYG,TEN,0.0
1954,0.0,TEN,NYG,783,1,4.0,69.0,1,NYG,TEN,0.0
1955,0.0,TEN,NYG,768,1,1.0,45.0,10,TEN,NYG,0.0
1956,13.0,TEN,NYG,726,1,2.0,45.0,10,TEN,NYG,0.0
1957,5.0,TEN,NYG,685,1,1.0,32.0,10,TEN,NYG,0.0
1958,20.0,TEN,NYG,642,1,2.0,27.0,5,TEN,NYG,0.0
1959,7.0,TEN,NYG,592,1,1.0,7.0,7,TEN,NYG,0.0
1962,0.0,TEN,NYG,588,1,1.0,75.0,10,NYG,TEN,-7.0
1963,6.0,TEN,NYG,584,1,2.0,75.0,10,NYG,TEN,-7.0
1964,5.0,TEN,NYG,550,1,3.0,69.0,4,NYG,TEN,-7.0
1965,2.0,TEN,NYG,510,1,1.0,64.0,10,NYG,TEN,-7.0
1966,-6.0,TEN,NYG,469,1,2.0,62.0,8,NYG,TEN,-7.0
1967,0.0,TEN,NYG,437,1,3.0,68.0,14,NYG,TEN,-7.0
1968,14.0,TEN,NYG,417,1,3.0,73.0,19,NYG,TEN,-7.0
1969,0.0,TEN,NYG,379,1,4.0,59.0,5,NYG,TEN,-7.0
1970,5.0,TEN,NYG,370,1,1.0,82.0,10,TEN,NYG,7.0
1971,0.0,TEN,NYG,334,1,2.0,77.0,5,TEN,NYG,7.0
1972,0.0,TEN,NYG,288,1,3.0,77.0,5,TEN,NYG,7.0
1973,0.0,TEN,NYG,284,1,4.0,77.0,5,TEN,NYG,7.0
1974,-5.0,TEN,NYG,270,1,1.0,60.0,10,NYG,TEN,-7.0
1975,-5.0,TEN,NYG,228,1,2.0,65.0,15,NYG,TEN,-7.0
1976,16.0,TEN,NYG,182,1,3.0,70.0,20,NYG,TEN,-7.0
1977,0.0,TEN,NYG,136,1,4.0,54.0,4,NYG,TEN,-7.0
1978,3.0,TEN,NYG,129,1,1.0,93.0,10,TEN,NYG,7.0
